OrderID,CustomerID,OrderDate,ProductID,Quantity
1807,69,2024-04-08,26,4
1808,481,2023-07-02,7,6
1809,425,2024-04-01,43,9
1810,263,2024-03-21,28,8
1811,125,2024-03-30,19,2
1812,404,2023-05-20,44,8
1813,383,2024-04-06,26,10
1814,270,2024-04-14,7,6
1815,298,2024-02-20,44,7
1816,326,2024-03-06,1,10
1817,375,2023-08-25,41,9
1818,208,2024-02-14,34,2
1819,302,2024-04-05,15,10
1820,24,2024-04-13,32,5
1821,302,2024-03-09,35,6
1822,107,2024-04-18,32,4
1823,295,2024-02-29,10,6
1824,75,2024-04-21,9,3
1825,429,2023-10-09,9,7
1826,329,2024-04-07,19,9
1827,454,2023-10-09,8,7
1828,19,2024-04-10,50,1
1829,147,2024-03-28,33,2
1830,27,2024-04-16,8,2
1831,81,2024-04-12,28,3
1832,120,2024-04-07,19,2
1833,164,2024-04-21,16,3
1834,273,2024-02-20,22,8
1835,367,2024-02-23,18,10
1836,395,2024-02-05,6,10
1837,97,2024-03-30,36,1
1838,59,2024-04-10,17,4
1839,113,2024-04-14,42,5
1840,386,2023-12-29,14,9
1841,314,2024-02-24,42,8
1842,254,2024-04-17,7,5
1843,13,2024-03-28,29,3
1844,56,2024-03-29,16,4
1845,117,2024-04-15,19,2
1846,224,2024-03-08,10,2
1847,22,2024-04-05,25,1
1848,90,2024-03-31,23,1
1849,394,2023-10-18,16,10
1850,187,2024-02-09,30,3
1851,210,2024-02-25,37,3
1852,140,2024-04-20,12,5
1853,325,2024-02-28,42,5
1854,289,2024-04-04,28,6
1855,258,2024-03-10,22,6
1856,71,2024-04-17,3,2
1857,307,2024-04-21,9,9
1858,80,2024-04-02,22,4
1859,493,2024-01-25,27,6
1860,367,2023-05-26,3,10
1861,344,2023-06-01,5,5
1862,50,2024-03-28,32,5
1863,410,2024-01-01,11,7
1864,465,2024-02-24,8,9
1865,323,2024-03-14,46,9
1866,54,2024-04-11,45,4
1867,70,2024-04-18,4,4
1868,378,2024-02-22,7,6
1869,250,2024-02-07,3,2
1870,259,2024-02-02,27,9
1871,131,2024-03-30,29,3
1872,7,2024-04-05,32,3
1873,86,2024-04-11,6,3
1874,135,2024-04-20,42,5
1875,400,2023-08-01,32,10
1876,360,2023-05-31,44,9
1877,303,2024-04-06,16,9
1878,304,2024-03-14,24,8
1879,80,2024-04-03,31,1
1880,260,2024-02-19,25,6
1881,108,2024-04-19,50,3
1882,319,2024-04-22,4,5
1883,492,2023-12-10,49,10
1884,63,2024-04-05,20,2
1885,299,2024-01-31,15,10
1886,96,2024-04-05,13,4
1887,197,2024-02-16,7,1
1888,193,2024-04-14,31,3
1889,482,2023-06-15,45,5
1890,270,2024-01-28,39,9
1891,240,2024-02-06,32,3
1892,453,2023-10-11,43,7
1893,276,2024-03-03,38,7
1894,438,2023-11-25,4,5
1895,252,2024-03-20,19,10
1896,340,2023-11-13,34,7
1897,78,2024-04-19,47,1
1898,26,2024-04-19,15,5
1899,304,2024-02-01,40,6
1900,176,2024-01-28,12,4
1901,324,2024-03-24,42,8
1902,34,2024-04-19,14,2
1903,28,2024-04-22,35,4
1904,326,2024-02-23,35,6
1905,353,2023-07-23,18,5
1906,219,2024-03-01,32,4
1907,304,2024-02-01,14,10
1908,203,2024-03-27,32,2
1909,106,2024-04-22,13,1
1910,101,2024-04-02,37,2
1911,198,2024-04-16,22,5
1912,358,2023-05-01,22,5
1913,448,2024-01-24,30,8
1914,94,2024-04-21,1,5
1915,242,2024-03-08,47,2
1916,393,2024-04-10,46,7
1917,257,2024-03-10,41,5
1918,364,2023-06-21,35,7
1919,267,2024-03-07,39,10
1920,23,2024-04-09,4,5
1921,457,2023-09-05,34,7
1922,178,2024-03-17,8,2
1923,491,2023-12-23,13,6
1924,201,2024-04-24,12,1
1925,363,2023-05-17,44,7
1926,441,2023-06-29,40,8
1927,11,2024-04-20,8,2
1928,38,2024-03-28,32,2
1929,34,2024-04-12,43,1
1930,294,2024-02-27,45,8
1931,128,2024-04-06,45,3
1932,338,2023-08-05,27,8
1933,81,2024-04-22,8,3
1934,152,2024-04-03,2,3
1935,423,2023-07-04,49,6
1936,271,2024-02-27,46,5
1937,498,2024-04-09,19,8
1938,484,2024-04-06,20,10
1939,413,2024-01-02,50,7
1940,471,2023-12-07,42,9
1941,311,2024-03-16,36,7
1942,236,2024-04-19,44,5
1943,113,2024-04-23,18,3
1944,145,2024-03-27,40,2
1945,318,2024-02-07,27,8
1946,403,2024-01-18,28,7
1947,498,2023-05-30,9,7
1948,117,2024-04-14,10,2
1949,154,2024-04-03,30,2
1950,445,2024-04-20,14,6
1951,142,2024-04-02,43,3
1952,420,2023-05-14,43,6
1953,229,2024-02-09,19,5
1954,278,2024-03-22,36,5
1955,448,2023-12-12,22,10
1956,354,2024-01-05,9,10
1957,94,2024-04-15,30,5
1958,291,2024-03-09,34,6
1959,99,2024-04-23,4,2
1960,19,2024-04-04,26,4
1961,370,2023-09-01,39,10
1962,230,2024-04-18,9,5
1963,221,2024-02-11,11,2
1964,402,2023-12-19,18,10
1965,59,2024-04-11,35,4
1966,82,2024-03-30,24,3
1967,342,2023-08-20,28,5
1968,483,2023-11-07,37,10
1969,54,2024-04-15,21,2
1970,415,2023-11-03,6,5
1971,461,2023-06-16,14,6
1972,260,2024-03-09,49,5
1973,248,2024-03-04,2,2
1974,115,2024-04-20,21,4
1975,296,2024-02-07,1,10
1976,157,2024-04-13,15,2
1977,87,2024-03-29,39,3
1978,249,2024-01-31,44,3
1979,299,2024-04-20,20,9
1980,168,2024-03-22,31,3
1981,89,2024-04-20,39,2
1982,186,2024-04-25,5,3
1983,69,2024-04-25,32,4
1984,74,2024-04-17,41,2
1985,54,2024-04-02,49,2
1986,122,2024-04-13,26,1
1987,342,2023-10-20,1,5
1988,8,2024-04-15,7,1
1989,251,2024-03-29,11,10
1990,316,2024-03-27,29,8
1991,247,2024-03-18,5,3
1992,403,2024-01-18,41,7
1993,246,2024-02-25,28,3
1994,416,2023-07-29,36,5
1995,115,2024-04-20,28,5
1996,128,2024-04-03,6,2
1997,176,2024-02-06,24,2
1998,365,2024-01-14,23,7
1999,292,2024-04-16,29,5
2000,167,2024-04-21,32,4
